Start URL,Lawyer Name,Lawyer Link,Firm Name,Location,Country,Practice Area,Lawyer Overview,Lawyer Ranking
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=,Hamilton Dias de Souza,https://whoswholegal.com/hamilton-dias-de-souza,Dias de Souza Advogados Associados,"São Paulo, Brazil",Brazil,Corporate Tax - Controversy," Hamilton Dias de Souza is a ""high-profile tax litigator"" and ""an excellent professional"" who is known for his ""reliable, diligent, punctual and timely"" approach.",Global Elite Thought Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=46&RegionID=&CountryID=036,Alex Baykitch,https://whoswholegal.com/alex-baykitch,King & Wood Mallesons,"Melbourne, Australia",Australia,Arbitration,"Alex Baykitch receives plaudits from sources who note that he is “very experienced as both solicitor and arbitrator”, highlighting his expertise as counsel and in arbitrations.",Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=,Reto Heuberger,https://whoswholegal.com/reto-heuberger,Homburger,"Zurich, Switzerland",Switzerland,Corporate Tax - Advisory,"The “very knowledgeable” Reto Heuberger is a ""great lawyer in the field” who brings ""attention to detail as well as a top-down view"" for clients.",Global Elite Thought Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=46&RegionID=&CountryID=036,Phillip Blunden,https://whoswholegal.com/phillip-blunden,Hinds Blunden,"Sydney, Australia",Australia,Arbitration Expert Witnesses,Phillip Blunden draws upon his engineering and financial analysis experience to provide expert testimony in disputes focusing on construction delay and costing matters.,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=,Diego Salto,https://whoswholegal.com/diego-salto,Consortium Legal - Costa Rica,"San José, Costa Rica",Costa Rica,Corporate Tax - Controversy,Diego Salto is a distinguished practitioner who we single out as a Thought Leader in this year’s research for his work assisting a range of domestic and international clients on tax planning and litigation.,Global Elite Thought Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=46&RegionID=&CountryID=036,Max Bonnell,https://whoswholegal.com/max-bonnell,White & Case,"Sydney, Australia",Australia,Arbitration,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=,Clemens Philipp Schindler,https://whoswholegal.com/clemens-philipp-schindler,Schindler Attorneys,"Vienna, Austria",Austria,Corporate Tax - Advisory," Clemens Philipp Schindler is widely regarded as a leading practitioner on international corporate tax issues, including the formation of holding structures.",Global Elite Thought Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=46&RegionID=&CountryID=036,Chester Brown,https://whoswholegal.com/chester-brown,7 Wentworth Selborne,"Sydney, Australia",Australia,Arbitration,"Chester Brown is “highly experienced” in the arbitration space, according to sources who consider him a top expert in international commercial arbitration proceedings.",Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=,Philip Baker QC,https://whoswholegal.com/philip-baker-qc,Field Court Tax Chambers,"London, England",England,Corporate Tax - Advisory,"Philip Baker QC is a standout tax adviser highlighted as “super on international matters”, with sources noting his “great reputation on EU competition issues”.",Global Elite Thought Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=46&RegionID=&CountryID=036,Beth Cubitt,https://whoswholegal.com/beth-cubitt,Clyde & Co Australia,"Perth, Australia",Australia,Australia - Arbitration,Beth Cubitt possesses an impressive arbitration practice that sees her supporting clients through cross-border proceedings and major commercial arbitrations.,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=,Jack Bernstein,https://whoswholegal.com/jack-bernstein,Aird & Berlis LLP,,,Corporate Tax - Advisory,"The ""knowledgeable, reliable and creative"" Jack Bernstein is an ""outstanding"" name in the Canadian market for his superb work in advisory and transactional tax matters.",Global Elite Thought Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=46&RegionID=&CountryID=036,Kanaga Dharmananda SC,https://whoswholegal.com/kanaga-dharmananda-sc,Quayside Chambers,"Perth, Australia",Australia,Australia - Arbitration,Kanaga Dharmananda SC is recognised as “a leading barrister in Western Australia” by sources who applaud his sterling work in commercial arbitration proceedings under various arbitral rules.,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=,João Francisco Bianco,https://whoswholegal.com/joo-francisco-bianco,Mariz de Oliveira e Siqueira Campos Advogados,"São Paulo, Brazil",Brazil,Corporate Tax - Advisory,Thought Leader João Francisco Bianco draws high praise from respondents to our research this year. He has an excellent practice that sees him advise a range of clients on international tax planning.,Global Elite Thought Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=46&RegionID=&CountryID=036,Michael Feutrill,https://whoswholegal.com/michael-feutrill,Quayside Chambers,"Perth, Australia",Australia,Australia - Arbitration,Michael Feutrill SC is a well-known arbitration lawyer who excels when it comes to commercial arbitration disputes across a number of sectors.,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=,Nikolaj Bjørnholm,https://whoswholegal.com/nikolaj-bjornholm,Bjørnholm Law,"Copenhagen, Denmark",Denmark,Corporate Tax - Controversy,The “excellent” Nikolaj Bjørnholm is highlighted by sources as “among the highest-regarded and most successful lawyers at the Supreme Court” in Denmark. He emerges as the top name in the jurisdiction in our research this year.,Global Elite Thought Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=46&RegionID=&CountryID=036,Malcolm Holmes QC,https://whoswholegal.com/malcolm-holmes-qc,Eleven Wentworth Chambers,"Sydney, Australia",Australia,Arbitration,"Malcolm Holmes QC is “a barrister with a huge profile” say sources, who regularly acts across a spectrum of jurisdictions in complex arbitrations.",Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=,Kimberly S Blanchard,https://whoswholegal.com/kimberly-s-blanchard,"Weil, Gotshal & Manges","Washington, USA",USA,Corporate Tax - Advisory,Kimberly Blanchard is a Thought Leader in the field and one of the pre-eminent names in the North American region. Her practice is “very highly rated” by observers who praise her as “a strong international tax lawyer”.,Global Elite Thought Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=46&RegionID=&CountryID=036,The Honourable Michael Kirby AC CMG,https://whoswholegal.com/the-honourable-michael-kirby-ac-cmg,The Hon Michael Kirby AC CMG,"Sydney, Australia",Australia,Arbitration,"Independent arbitrator Michael Kirby AC CMG has decades of experience in major international arbitrations, often involving states and international organisations.",Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=,Helen Buchanan,https://whoswholegal.com/helen-buchanan,Freshfields Bruckhaus Deringer LLP,"London, England",England,Corporate Tax - Controversy,"Thought Leader Helen Buchanan is an excellent litigator who sources praise for her formidable expertise handling complex matters for clients. A top name in the European market, she excels on issues relating to valuation disputes and controlled foreign company issues.",Global Elite Thought Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=46&RegionID=&CountryID=036,Bronwyn Lincoln,https://whoswholegal.com/bronwyn-lincoln,Corrs Chambers Westgarth,"Melbourne, Australia",Australia,Arbitration,Bronwyn Lincoln is a “very experienced solicitor in this area” according to sources who consider her a go-to name for complex proceedings across a range of sectors.  ,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=,Francisco de Sousa da Câmara,https://whoswholegal.com/francisco-de-sousa-da-cmara,Morais Leitão,"Lisbon, Portugal",Portugal,Corporate Tax - Controversy,"Francisco de Sousa da Câmara is a “superb, experienced tax lawyer”, according to impressed peers in the market. He has spent more than 25 years in the field, handling an array of litigation and has vast expertise in relation to Portuguese tax legislation.",Global Elite Thought Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=46&RegionID=&CountryID=036,Sam Luttrell,https://whoswholegal.com/sam-luttrell,Clifford Chance LLP,"Perth, Australia",Australia,Arbitration,Sam Luttrell has broad international arbitration experience and is identified by sources as “an extremely experienced practitioner”.,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=,Sylvia Dikmans,https://whoswholegal.com/sylvia-dikmans,Houthoff,"Amsterdam, Netherlands",Netherlands,Corporate Tax - Advisory,Sylvia Dikmans is rated by commentators as one of the top practitioners globally as reflected in her status as a Thought Leader in this edition. She excels on matters including international tax structuring and M&A.,Global Elite Thought Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=46&RegionID=&CountryID=036,Peter McQueen,https://whoswholegal.com/peter-mcqueen,Independent Arbitrator,"Sydney, Australia",Australia,Australia - Arbitration,Peter McQueen is an independent arbitrator who focuses his practice on claims arising out of maritime matters. Sources praise him as “an experienced maritime solicitor who regularly acts as arbitrator”.,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=,Steve Edge,https://whoswholegal.com/steve-edge,Slaughter and May,"London, England",England,Corporate Tax - Advisory,"Steve Edge is distinguished name in the field of corporate tax and is rated as a Thought Leader in this year’s research. He is renowned by sources for the depth of his expertise on mergers, joint ventures and transfer pricing.",Global Elite Thought Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=46&RegionID=&CountryID=036,Peter Megens,https://whoswholegal.com/peter-megens,Outlook Legal Consulting Pty Ltd,"Victoria, Australia",Australia,Arbitration,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=,Malcolm Gammie QC,https://whoswholegal.com/malcolm-gammie-qc,One Essex Court,"London, England",England,Corporate Tax - Controversy,"Malcolm Gammie QC has “great technical ability” and is praised by market players as a litigator who is “great to work with”. A Thought Leader in the field, he provides decades of expertise working on behalf of HMRC and corporate clients on a range of domestic and international tax disputes.",Global Elite Thought Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=46&RegionID=&CountryID=036,Daniel Meltz,https://whoswholegal.com/daniel-meltz,12 Wentworth Selborne Chambers,"Sydney, Australia",Australia,Australia - Arbitration,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=,Fred T Goldberg Jr,https://whoswholegal.com/fred-t-goldberg-jr,Skadden Arps Slate Meagher & Flom LLP,"New York, USA",USA,Corporate Tax - Controversy,"Praised by sources as “a legend in the corporate tax space”, Fred Goldberg Jr has an “awesome” reputation in the region. Observers note him to be a “strong controversy lawyer” and this is reflected by his status as a Thought Leader in this year’s edition.",Global Elite Thought Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=46&RegionID=&CountryID=036,Allan Myers AC QC,https://whoswholegal.com/allan-myers-ac-qc,Victorian Bar,"Melbourne, Australia",Australia,Australia - Arbitration,"A “leading barrister in Victoria”, Allan Myers AC QC displays impressive acumen in supporting clients as counsel and arbitrator in major commercial proceedings.",Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=,James Hmelnitsky SC,https://whoswholegal.com/james-hmelnitsky-sc,Sixth Floor Selborne Wentworth Chambers,"Sydney, Australia",Australia,Corporate Tax - Controversy,"James Hmelnitsky SC is “a safe pair of hands” and receives praise from peers who note that he is “responsive, thoughtful and has a broad experience in tax matters”.",Global Elite Thought Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=46&RegionID=&CountryID=036,Gregory Nell SC,https://whoswholegal.com/gregory-nell-sc,New Chambers,"Sydney, Australia",Australia,Australia - Arbitration,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=,Edward Kleinbard,https://whoswholegal.com/edward-kleinbard,University of Southern California,"Los Angeles, USA",USA,Corporate Tax - Experts,Edward Kleinbard is a “great” practitioner who draws praise for his superb expertise in tax and fiscal legislation and policy. We identify him as a Global Elite Thought Leader in this year’s research.,Global Elite Thought Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=46&RegionID=&CountryID=036,Ian David Nosworthy,https://whoswholegal.com/ian-david-nosworthy,Nosworthy Partners,"Adelaide, Australia",Australia,Australia - Arbitration,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=,Leo Krakowiak,https://whoswholegal.com/leo-krakowiak,Advocacia Krakowiak,"São Paulo, Brazil",Brazil,Corporate Tax - Controversy,Leo Krakowiak is a pre-eminent name in the Latin American region who colleagues regard as a Thought Leader in the field of corporate tax controversy. He is noted for his “great performance in cases involving banks”.,Global Elite Thought Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=46&RegionID=&CountryID=036,Michael Potter,https://whoswholegal.com/michael-potter,Axiom Forensics Pty Ltd,"Sydney, Australia",Australia,Arbitration Expert Witnesses,Michael Potter displays considerable knowledge in forensic accounting and is highly sought after by clients when it comes to complex arbitral disputes.,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=,Thierry Lesage,https://whoswholegal.com/thierry-lesage,Arendt & Medernach,"Luxembourg, Luxembourg",Luxembourg,Corporate Tax - Advisory,"Thought Leader Thierry Lesage is a “top practitioner in Luxembourg”, according to peers in the sector. His primarily transactional practice includes expertise in both domestic and international matters in areas including real estate and private equity.",Global Elite Thought Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=46&RegionID=&CountryID=036,Georgia Quick,https://whoswholegal.com/georgia-quick,Ashurst,"Sydney, Australia",Australia,Australia - Arbitration,Georgia Quick is an immensely talented dispute resolution practitioner who offers clients key experience in international arbitration that often cover infrastructure and energy projects.,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=,Ricardo Mariz de Oliveira,https://whoswholegal.com/ricardo-mariz-de-oliveira,Mariz de Oliveira e Siqueira Campos Advogados,"São Paulo, Brazil",Brazil,Corporate Tax - Advisory,"Ricardo Mariz De Oliveira is “a high-profile tax adviser” who has “strong knowledge of Brazilian income tax matters”. Identified as a Thought Leader in the field this year, colleagues describe him as “a great adviser on corporate transactions”.",Global Elite Thought Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=46&RegionID=&CountryID=036,Ron Salter,https://whoswholegal.com/ron-salter,Dispute Resolution Chambers,"Toorak, Australia",Australia,Australia - Arbitration,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=,Al Meghji,https://whoswholegal.com/al-meghji,Osler Hoskin & Harcourt LLP,"Toronto, Canada",Canada,Corporate Tax - Controversy,"Thought Leader Al Meghji draws high praise from numerous respondents in this year’s research. He runs an impressive practice that offers clients a wealth of expertise in the natural resources and telecommunications sectors, among others.",Global Elite Thought Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=46&RegionID=&CountryID=036,Tony Samuel,https://whoswholegal.com/tony-samuel,Sapere Forensic,"Sydney, Australia",Australia,Arbitration Expert Witnesses," Tony Samuel is “absolutely excellent” according to peers, who note, “He is well regarded in both domestic and international cases.”",Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=,Roberto Quiroga Mosquera,https://whoswholegal.com/roberto-quiroga-mosquera,Mattos Filho Veiga Filho Marrey Jr e Quiroga Advogados,"São Paulo, Brazil",Brazil,Corporate Tax - Advisory,"Roberto Quiroga Mosquera is “an excellent professional” who boasts a distinguished reputation in the Latin American market. Sources praise his “reliability, diligence and punctuality” on matters relating to restructuring and international transactions.",Global Elite Thought Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=46&RegionID=&CountryID=036,Michelle Sindler,https://whoswholegal.com/michelle-sindler,Independent Arbitrator,"Sydney, Australia",Australia,Arbitration,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=,Mark Richmond SC,https://whoswholegal.com/mark-richmond-sc,Eleven Wentworth Chambers,"Sydney, Australia",Australia,Corporate Tax - Controversy,"Mark Richmond SC is a “practical, sought after and detailed” barrister who commands a distinguished reputation in the region for his insight into international taxation and administrative law. Sources praise his “excellent knowledge of tax law” and cite him as “very experienced and great to work with”.",Global Elite Thought Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=46&RegionID=&CountryID=036,Andrew Stephenson,https://whoswholegal.com/andrew-stephenson,Corrs Chambers Westgarth,"Melbourne, Australia",Australia,Arbitration,Andrew Stephenson is a seasoned practitioner with impressive experience in managing arbitration proceedings that focus on major infrastructure and technological projects.,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=,Michael L Schler,https://whoswholegal.com/michael-l-schler,Cravath Swaine & Moore LLP,"New York, USA",USA,Corporate Tax - Advisory,Michael Schler is a pre-eminent name in the North American market and is listed as a Thought Leader in the field for his work this year. He has a distinguished practice and is praised by sources as “a brilliant corporate and M&A tax lawyer”.,Global Elite Thought Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=46&RegionID=&CountryID=036,Owain Stone,https://whoswholegal.com/owain-stone,KordaMentha,"Melbourne, Australia",Australia,Arbitration Expert Witnesses,"“Top expert” Owain Stone is a respected practitioner in the market, report commentators, and he stands out for his “sensible and balanced” testimony.",Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=,Niklas Schmidt,https://whoswholegal.com/niklas-schmidt,Wolf Theiss,"Vienna, Austria",Austria,Corporate Tax - Advisory,"Niklas Schmidt is pre-eminent name with a global reputation. A Thought Leader in the field, clients state he “consistently delivers swift, high-quality tax advice” and is “very pleasant to work with” on cross-border transactions and restructurings.",Global Elite Thought Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=46&RegionID=&CountryID=036,Geoff Swier,https://whoswholegal.com/geoff-swier,Farrier Swier Consulting,"Melbourne, Australia",Australia,Australia - Arbitration Expert Witnesses,Geoff Swier is an expert in disputes relating to major infrastructure and utilities projects. His expertise in the area makes him an invaluable testifying witness in large-scale arbitrations.,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=,Luís Eduardo Schoueri,https://whoswholegal.com/luis-eduardo-schoueri,Lacaz Martins Halembeck Pereira Neto Gurevich & Schoueri Advogados,"Sã, o Paulo, Brazil",Brazil,Corporate Tax - Advisory,Luís Eduardo Schoueri is “an admired leader in the field and an excellent professional” according to sources who praise his “ability to react to several difficult tax issues at once”. He is described by colleagues as “a transfer pricing specialist”.,Global Elite Thought Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=46&RegionID=&CountryID=036,David Van Homrigh,https://whoswholegal.com/david-van-homrigh,KordaMentha,"Brisbane, Australia",Australia,Australia - Arbitration Expert Witnesses,David Van Homrigh has a remarkable practice that sees him testifying in high-profile arbitrations relating to sophisticated fraud disputes and economic loss claims.,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=,Karen Sowell,https://whoswholegal.com/karen-sowell,EY,"Washington, USA",USA,Corporate Tax - Advisory,Karen Sowell is a “strong corporate tax lawyer” who continues to command great respect from sources in our research. Colleagues praise her as “an excellent tax expert” and “a very skilled lawyer” who is “about as knowledgeable as they come on subchapter C issues”.,Global Elite Thought Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=46&RegionID=&CountryID=036,Andrew Battisson,https://whoswholegal.com/andrew-battisson,Norton Rose Fulbright Australia,"Sydney, Australia",Australia,Arbitration Future Leaders - Partners,Andrew Battisson is “someone I highly respect” says one interviewee. He has a “strong track record” and is “very good to work with” in an international arbitration context.,Future Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=,Sonia Velasco,https://whoswholegal.com/sonia-velasco,Cuatrecasas,"Barcelona, Spain",Spain,Corporate Tax - Advisory,Sonia Velasco is a highly distinguished practitioner with sources praising her as someone who “clearly knows her stuff”. Her enviable practice features great expertise on acquisitions and restructurings.,Global Elite Thought Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=46&RegionID=&CountryID=036,Lee Carroll,https://whoswholegal.com/lee-carroll,Corrs Chambers Westgarth,"Melbourne, Australia",Australia,Arbitration Future Leaders - Non-Partners,,Future Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=,Thomas F Wessel,https://whoswholegal.com/thomas-f-wessel,KPMG LLP,"Washington, USA",USA,Corporate Tax - Advisory,Thomas Wessel is praised by sources as “a solid corporate tax lawyer” who is highly respected by colleagues. He is described by market players as an “expert on spin-offs”.,Global Elite Thought Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=46&RegionID=&CountryID=036,Joachim (Jo) Delaney,https://whoswholegal.com/joachim-jo-delaney,Baker McKenzie,"Sydney, Australia",Australia,Arbitration Future Leaders - Partners,"Joachim Delaney is a highly sought-after lawyer with significant experience in complex arbitrations, and often works on cases with a cross-border element.",Future Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=,B. John Williams Jr,https://whoswholegal.com/b-john-williams-jr,Skadden Arps Slate Meagher & Flom LLP,"New York, USA",USA,Corporate Tax - Controversy,"John Williams Jr is a pre-eminent name in the global corporate tax disputes space and regarded by colleagues as a Thought Leader in the field. Praised as “the number-one tax litigator in the country”, he excels on a range of federal regulatory disputes.",Global Elite Thought Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=46&RegionID=&CountryID=036,Peter Harris,https://whoswholegal.com/peter-harris,Clifford Chance LLP,"Perth, Australia",Australia,Arbitration Future Leaders - Non-Partners,,Future Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=,Richard M Wise,https://whoswholegal.com/richard-m-wise,Wise Global Advisors,"Montreal, Canada",Canada,Corporate Tax - Experts,Richard Wise is a distinguished chartered accountant and valuation expert. He has deep expertise in tax valuation disputes and is a highly sought-after adviser in the Canadian market.,Global Elite Thought Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=46&RegionID=&CountryID=036,Cameron Hassall,https://whoswholegal.com/cameron-hassall,Clifford Chance,"Sydney, Australia",Australia,Arbitration Future Leaders - Partners,Cameron Hassall draws high praise from sources who “would definitely single him out” as “a leading name” in the Hong Kong market for international arbitration matters.,Future Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=,Fernando Zuzunaga Del Pino,https://whoswholegal.com/fernando-zuzunaga-del-pino,Zuzunaga y Assereto Abogados,"Lima, Peru",Peru,Corporate Tax - Controversy,"Fernando Zuzunaga Del Pino is a top name in the region who we identify as a Thought Leader in the tax arena. He is praised for his “solid knowledge of current tax matters”, and is noted for his great expertise in energy and natural resources disputes.",Global Elite Thought Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=46&RegionID=&CountryID=036,Edwina Kwan,https://whoswholegal.com/edwina-kwan,King & Wood Mallesons,"Sydney, Australia",Australia,Arbitration Future Leaders - Non-Partners,,Future Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=,Giulio Andreani,https://whoswholegal.com/giulio-andreani,Dentons Europe,"Milan, Italy",Italy,Italy - Corporate Tax,"Giulio Andreani is applauded by clients for his “problem-solving mentality” as well as his “complete knowledge of tax law and of clients’ business.""",Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=46&RegionID=&CountryID=036,Daisy Mallett,https://whoswholegal.com/daisy-mallett,King & Wood Mallesons,"Sydney, Australia",Australia,Arbitration Future Leaders - Partners,,Future Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=,Ramón A Anzola R,https://whoswholegal.com/ramon-a-anzola-r,Anzola Robles & Asociados,"Panama, Panama",Panama,Central America - Corporate Tax,Ramón Anzola R is a well-known name in the market and boasts extensive experience in the private sector and as an expert witness.,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=46&RegionID=&CountryID=036,Julian Wyatt,https://whoswholegal.com/julian-wyatt,Independent Practitioner,"Melbourne, Australia",Australia,Arbitration Future Leaders - Non-Partners,,Future Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=,Estif Aparicio,https://whoswholegal.com/estif-aparicio,Arias Fábrega & Fábrega,"Panama City, Panama",Panama,Central America - Corporate Tax,Estif Aparicio is an eminent corporate lawyer who has undertaken impressive work in relation to tax transactions and regulation.,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=,Ruby Asturias,https://whoswholegal.com/ruby-asturias,EY Law,"Guatemala City, Guatemala",Guatemala,Central America - Corporate Tax,"Ruby Asturias is well versed in commercial and corporate tax matters within the region, an area in which she is considered a go-to name in the market.  ",Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=,Stéphane Austry,https://whoswholegal.com/stephane-austry,CMS Francis Lefebvre Avocats,"Neuilly-sur-Seine, France",France,France - Corporate Tax,"Stéphane Austry is an expert in contentious matters, prompting sources to describe him as ""one of the top five practitioners for corporate tax litigation"".",Recommended
